label,sentence1,sentence2 
main-captions,A girl in a pink shirt is sprawling her limbs out in midair.,A man dressed in a Santa suit is climbing up a large concrete building.
main-captions,A little girl in a red shirt pulls a kite.,A girl in a red shirt takes a picture on a phone.
main-captions,Child sliding in the snow.,Man sleeping on the street.
main-captions,Three dogs are playing in the water.,Three dogs swim in the water.
main-captions,A white dog running on sand.,A white dog runs on the sand.
main-captions,A little girl with her hands in the air is sitting on a man's back while he is laying on a blanket.,A kid runs in the opposite direction of others who were playing a game.
main-captions,a red and white race car racing on a dirt racetrack.,A person is riding a dirt bike in a race on a dirt track.
main-captions,A black and white dog is running through a cow field.,A large black and white dog runs in the ocean water
main-captions,A man in a straw hat shades his phone while others walk on a busy sidewalk.,A man lies on a street with his headand shoulders under a parked car that is jacked up.
main-captions,A man with a messenger bag in front of a gray tile wall.,Man in red jacket standing in front of lighthouse.
main-captions,A dog swims in the water.,Three dogs swim in the water.
main-captions,A little white curly haired dog runs across the pavement with a stick in its mouth.,A white curly haired dog runs with a stick in it's mouth.
main-captions,A person holding a net is standing in the water.,A black woman and two black children are sitting in a thatched tent.
main-captions,A woman in an red tracksuit squeezing lemons in a press.,A young woman in a pink hoodie takes a picture.
main-captions,a man walks two dogs on leashes down the street,A man walks two dogs in the city.
main-captions,A dog is running in the snow.,Two dogs running in the dirt
main-captions,A small boy playing in the snow.,The brown and white dog is playing in the snow.
main-captions,A woman in a blue shirt and tan shorts sits at a table.,A smiling young woman in a tourquoise shirt and bandanna poses at table outdoors.
main-captions,a white dog running in the snow,The dogs are running in the snow.
main-captions,The black dog is running through the snow.,A race car driver is driving his car through the mud.
main-captions,A dog wearing a green sweater and a backpack walking on snow.,A small dog wearing a green sweater and a backpack walks through snow.
main-captions,A group of people sitting around a desk.,A group of girls on a beach.
main-captions,Three dogs are running in a field.,Two dogs are running in a grassy field
main-captions,A man and woman with their hands on their chins are standing next to a Christmas tree.,The man with a white beard and blue cap is standing in the doorway of a workshop.
main-captions,The black and white dog has a stick in his paws.,A black dog and a white dog are standing on snow.
main-captions,A white dog running through the snow,The black and white dog runs through the grass.
main-captions,A man on skis on a snow-covered hill with mountains in the background,A dog enjoys a romp in the water with mountains and sand in the background.
main-captions,A man on a bike nest to a river.,A man on a bike does a very high jump.
main-captions,A skier going down the snowy hill.,A brown dog is laying in the snow.
main-captions,Two dogs are running on the grass.,Two dogs running in the dirt
main-captions,A man is spraying a fluid from a long hose at the beach.,A guy is sitting on his bike with one wheel in the air.
main-captions,A person in a red vest is touching the blue ice skates on another person.,A lady fastens someone's ice skates in the snow.
main-captions,A girl bounces upside down on her head on a trampoline.,A girl is bouncing on her head on a trampoline.
main-captions,A woman standing in front of trees and smiling.,A man is walking by trees in front of the city skyline.
main-captions,A boy doing a back flip into a swimming pool.,A boy wearing red and blue swim trunks jumping head first into a swimming pool.
main-captions,three little boys cover themselves with bubbles.,Three children standing by a pool are covered in foam bubbles.
main-captions,The boy is looking up at the girl as another girl ignores them.,the boy is diving into the pool as the couple watch.
main-captions,A black dog with a blue collar is running in the snow.,A black dog with a red collar plays in the snow.
main-captions,A bird sits in a tree.,A bird sits in a leafless tree.
main-captions,A brown dog chews on an orange ball.,A dog has an orange ball in its mouth.
main-captions,A brown dog jumping into the air to catch a ball.,three young woman jumping into the air to catch a ball.
main-captions,A child is walking from one picnic table to another.,The boy hops from one picnic table to the other in the park.
main-captions,A dog in the snow.,Two dogs in snow.
main-captions,Dalmation running along the beach.,A Dalmation runs along a beach.
main-captions,A dog running through snow.,A dog runs in the snow.
